LU,OWN_OCC,AV_TOTAL,LAND_SF,YR_BUILT,NUM_FLOORS
R1,Y,569600,1539,172,2
CD,Y,495500,936,99,1
CD,Y,496600,936,99,1
R1,Y,1237691,1701,3,3
R1,Y,1215550,1586,3,3
CD,N,602500,1279,17,2
CD,Y,775000,1717,17,2
CD,Y,468700,823,28,1
CD,Y,428700,946,28,1
CD,N,514800,1010,28,1
R1,Y,706800,2003,39,1.5
R2,N,720600,2936,38,2
R1,Y,757800,3436,38,2
R1,N,1408216,2797,3,3
R1,Y,939300,1120,8,3
R1,Y,893700,537,139,3
CD,Y,308400,440,139,1
CD,N,299400,419,139,1
CD,N,365000,553,139,1
R1,Y,796900,1099,16,3
R1,Y,838300,1290,154,2
R1,Y,633300,770,154,2
R1,Y,1088200,770,154,2
R1,Y,686600,590,154,2
R1,Y,737500,700,154,2
R1,Y,922600,759,154,3
R1,Y,811800,759,154,2
R1,Y,754000,817,154,2
R1,Y,773800,1221,149,2
R1,Y,920800,1283,149,2
CD,Y,679300,1746,144,3
CD,Y,594300,1135,144,2
R1,Y,906100,1279,149,2
R2,N,917400,1287,149,3.5
R3,N,849500,1620,139,3
R1,Y,723500,812,139,2
R1,Y,751700,787,119,2
CD,Y,296400,525,139,1
CD,N,341200,585,139,1
CD,Y,310400,596,139,1
R1,N,851900,1138,139,2
R1,Y,664400,1275,139,2
R1,Y,952000,1050,139,2.5
R2,Y,728200,1575,189,3
CD,N,625600,1245,5,2
CD,N,779600,1516,5,2
R1,N,807400,2014,169,2
R1,N,481400,1284,169,2
R1,Y,774700,1142,189,2
CD,Y,300100,648,120,1
CD,N,369700,594,120,1
CD,Y,679200,1444,120,2
R3,Y,836600,1137,149,3
CD,Y,610600,1311,144,2
CD,N,324100,528,144,1
R3,N,906000,1137,149,3
R1,Y,646900,650,139,2.5
R1,Y,716800,1142,99,2
R1,N,1096700,1208,144,3
CD,Y,497400,774,119,1
CD,Y,508600,786,119,1
CD,N,562800,880,119,1
CD,Y,452800,1012,149,2
CD,Y,365100,580,149,2
CD,Y,572000,1125,149,1
CD,Y,694200,1260,149,1
CD,N,394000,732,120,1
CD,Y,394000,732,120,1
CD,N,479900,1193,119,2
R3,N,1073900,1680,129,2
CD,Y,518200,1247,144,2
CD,Y,601300,1218,144,2
CD,Y,570400,1220,32,2
CD,N,655400,1220,32,2
CD,Y,500800,1240,99,2
CD,Y,569200,1240,99,2
CD,N,431300,1015,99,2
CD,Y,653800,1260,99,2
CD,Y,389130,764,54,1
CD,N,536130,903,54,1
CD,Y,945800,1906,54,2
R1,Y,866300,3937,49,2
R1,Y,911000,3980,48,2
R1,Y,930500,4040,48,2
CD,Y,467900,836,32,1
CD,N,440000,847,32,1
CD,Y,475000,950,32,1
CD,N,482400,1246,32,1
CD,N,408600,658,99,1
CD,Y,444000,890,32,1
R2,Y,1056510,4168,144,2.5
R1,Y,1558600,1805,139,3
R1,Y,1019700,863,121,3
R3,Y,808500,1000,149,3
R3,N,736900,1200,144,3
R2,Y,520315,1076,144,2
R2,Y,721100,1082,144,2.5
R1,Y,815000,1082,144,2
R2,Y,955400,5650,48,2
R2,Y,802500,1056,144,3
CD,Y,379500,640,18,1
CD,Y,690900,1510,18,2
R1,Y,747900,1310,144,2
R2,Y,800700,2100,134,2
R1,Y,952700,1043,134,2
CD,N,446700,708,134,1
CD,Y,696700,1570,134,2
R1,Y,994300,1026,18,3
R1,N,783000,2800,47,2
R2,Y,1059200,1685,3,3
R1,N,1072600,1127,3,3
R1,Y,679800,1250,134,2
R1,Y,617200,1250,134,1.5
CD,Y,474900,763,134,2
CD,N,573000,1002,134,2
R1,Y,526300,1360,169,1
R1,Y,791800,2854,37,2
R1,Y,693200,1445,159,2
C,N,199000,1428,30,1
R1,Y,730500,1378,129,2
R1,N,861300,1155,129,1.5
R1,N,493200,1238,134,1
R2,N,534000,2518,129,2
R3,Y,612800,1238,139,3
R3,N,1108100,2506,17,3
R1,Y,846700,1528,109,1.5
R2,N,686900,1188,109,3
R2,N,787800,1187,109,3
R1,Y,897500,1203,109,2
CD,Y,598300,978,109,2
CD,Y,674835,1227,109,2
R3,N,840800,987,120,3.5
R2,Y,894000,1871,119,3
R1,Y,792400,1190,134,2
R2,N,675000,1176,134,2
CD,N,399300,655,139,1
CD,Y,475800,925,139,2
CD,Y,571000,1075,139,2
CD,Y,427500,696,144,1
CD,Y,410000,654,144,1
CD,N,332800,478,144,1
R4,Y,1425000,1502,144,3.5
CD,Y,366600,700,119,1
CD,Y,380300,738,119,1
CD,Y,517500,1050,119,2
CD,N,599100,1341,119,2
CD,N,580100,1013,119,1
CD,Y,475400,825,119,1
CD,Y,664400,1372,119,1
CD,Y,515700,1062,119,1
CD,N,526700,1075,129,3
CD,Y,531800,1146,129,3
CD,Y,484300,787,129,2
CD,Y,461900,737,129,2
R2,Y,609700,1058,149,2
R2,Y,711700,1030,149,2
R3,Y,752400,1020,120,3
CD,Y,422200,715,134,1
CD,Y,453000,786,134,1
CD,Y,385300,601,134,1
R3,N,742900,1233,134,3
R1,Y,894000,960,149,3
CD,N,586400,1029,144,2
CD,Y,357800,490,144,1
CD,Y,621200,974,144,2
R1,N,876500,1573,134,2
CD,N,618000,1162,149,2
CD,N,451500,664,149,1
CD,Y,523000,966,149,2
R1,Y,902400,1182,144,2.5
R2,Y,765800,1237,134,3
R3,N,787200,1040,134,3
R1,N,595000,775,134,2
R1,Y,561000,757,134,2
R1,Y,889800,1150,144,3
R1,N,628400,1150,149,2
R3,N,589900,768,144,3
CD,N,441800,1145,144,2
CD,Y,651200,1393,144,2
R2,Y,573000,766,159,3
R2,N,549700,1142,29,2.5
R1,Y,825100,1132,144,2.5
R1,Y,764600,1500,144,2.5
R1,Y,686500,1705,134,2
R2,Y,630300,1123,134,3
CD,Y,352000,1054,13,1
CD,Y,372300,1144,13,1
CD,Y,372300,1125,13,1
RC,N,659000,1031,119,3
CD,Y,283400,438,134,1
CD,Y,476700,922,134,2
R1,Y,489200,754,179,2
R1,Y,606100,735,159,2
R1,Y,604200,875,159,2
R1,Y,527200,905,154,1
R1,Y,631000,905,144,1.5
R1,Y,682000,905,144,2
R1,Y,451600,695,149,1
R1,N,548100,992,149,1.5
R1,Y,551700,992,149,2
R1,N,513700,992,48,1
R1,Y,888800,1374,134,3
R2,Y,805200,2250,89,2
R2,Y,509000,1672,119,3
CD,Y,431900,637,134,1
CD,N,465500,678,134,1
CD,Y,701200,1227,134,2
CD,Y,827000,1565,6,2
CD,Y,1044000,1930,6,1
CD,Y,563800,871,144,1
CD,Y,563400,915,144,1
CD,Y,407600,588,144,1
R1,Y,765800,1658,159,2
R1,N,713100,1641,159,2
R1,Y,763600,1243,144,2
R1,Y,674100,1219,144,2
R1,Y,827200,1193,159,2
R1,Y,762500,1193,159,2
R2,Y,713000,1600,159,3
R3,N,793500,1600,159,3
R2,N,808000,1400,99,3
R1,Y,947500,1107,129,3
CD,N,367600,605,129,1
CD,Y,615400,1188,129,2
I,N,8232710,227560,99,1
I,N,8232710,227560,19,1
I,N,5288364,294325,69,1
I,N,5288364,294325,8,1
I,N,5288364,294325,49,4
I,N,5288364,294325,29,1
C,N,8348664,839808,120,4
C,N,19796054,387541,99,5
C,N,2159833,26136,120,3
C,N,157126,3490,120,1
C,N,408079,9064,120,3
E,N,845000,34075,50,2
E,N,6135700,28328,49,2
C,N,86408000,685700,91,7
E,N,2210000,15574,120,2
I,N,4622800,131777,89,1
C,N,353000,4799,39,1
E,N,15519500,176659,10,2
I,N,1651000,14600,109,4
I,N,1557000,46676,99,2
I,N,745500,9543,99,2
RC,N,412000,1026,99,3
RC,N,1078500,6536,120,2
RC,N,1078500,6536,120,2.5
I,N,1523500,15783,49,2
C,N,324000,11920,79,2
C,N,1051000,41558,119,2
RC,N,442000,3420,120,2.5
R1,Y,360400,3960,129,2
I,N,1063524,11449,120,5
E,N,17643200,201150,120,1
E,N,3032700,58083,120,2
C,N,399500,5799,41,2
R2,N,1136100,2700,5,3
R2,N,617200,2160,134,2
R3,N,1306700,1730,5,3
R3,N,1303500,3000,5,3
A,N,846000,6000,120,3
R1,N,729100,1325,4,3
R1,Y,722500,1175,4,3
R1,Y,488000,1920,134,2
R1,Y,383900,1690,139,2
R1,N,363000,1437,154,2
R1,Y,495500,2263,28,2
A,N,42565500,81063,12,4
C,N,491000,1176,69,3
CD,N,413800,1012,119,1
CD,Y,416600,1025,119,1
C,N,2529500,13727,69,3
CD,N,514900,1240,144,2
CD,Y,378300,700,144,1
CD,Y,361500,678,144,1
R3,Y,475400,2757,149,2
R2,N,448000,2189,149,2
C,N,763000,6789,39,2
R3,N,684600,1990,89,3
CD,N,485400,961,129,1
CD,N,486900,957,129,1
CD,N,500700,905,129,1
CD,Y,509900,950,134,1
CD,N,465400,936,134,1
CD,N,530800,1037,13,1
R2,N,453600,2807,134,3
R1,Y,492000,2564,134,3
R1,Y,425800,2760,139,2
R2,Y,470100,1135,134,3
CD,Y,605500,1262,2,2
CD,Y,689400,1333,2,2
R2,Y,407500,1035,134,3
R3,N,419900,1035,134,3
CD,Y,557800,1078,2,2
CD,N,388000,571,2,1
CD,Y,416200,637,2,1
R2,Y,625300,3375,134,3
CD,Y,540200,1838,8,2
CD,Y,540300,1838,119,2
R1,Y,391500,1221,139,2
R1,Y,334900,1150,129,2
R1,Y,562000,2090,119,2
R3,Y,595800,4920,134,2.5
R2,Y,434700,2080,119,3
R2,Y,435200,1884,134,3
R2,N,498400,3300,134,3
R2,Y,594300,3300,15,3
R2,Y,529600,3300,134,3
R2,N,571800,3300,139,3
R2,Y,567900,3960,134,2
R2,N,475000,3960,134,2
CD,Y,826700,1591,7,3
CD,Y,764800,1491,7,2
CD,Y,824200,1591,7,3
R1,N,467000,4400,129,1.5
C,N,931500,11206,41,1
CD,N,500700,1115,119,2
CD,N,523925,1311,119,2
CD,Y,351400,610,119,1
CD,Y,358300,628,119,1
CD,Y,593000,1277,119,2
CD,Y,595200,1285,119,2
R3,Y,435900,2350,154,3
R2,N,549400,2005,154,3
R3,Y,460000,2640,149,3
R1,Y,503900,2640,149,3
R2,Y,683400,3821,149,3
R2,Y,483600,2640,159,3
R1,Y,545100,3300,159,3
R1,Y,443800,1646,144,3
R1,Y,424100,1646,144,3
R2,N,624900,2684,184,2.5
CD,Y,637200,1674,3,2
CD,Y,643300,1408,3,2
R3,N,916300,3960,129,2.5
R2,Y,622600,4400,129,3
R1,Y,490100,2900,169,2
R1,Y,477500,3300,169,3
R1,Y,474000,3795,175,1.5
R1,Y,568800,3000,129,3
R1,Y,438100,3220,134,1.5
R1,N,479000,3128,134,1.5
R1,N,589050,3840,119,3
R3,N,650200,3668,119,3
CD,Y,505600,940,119,1
CD,Y,514800,960,119,1
CD,Y,369300,600,119,1
R3,N,602900,3840,119,3
CD,Y,401900,941,120,1
CD,Y,585200,1838,120,2
R2,Y,554300,3680,119,3
CD,N,496200,1002,144,1
CD,Y,479600,912,144,1
CD,Y,441300,1012,144,1
R1,Y,566400,1470,144,3
R3,N,528500,1480,144,3
CD,Y,554000,1064,129,1
CD,Y,574000,1029,129,1
CD,Y,528200,978,129,1
R1,Y,378300,1000,149,2
R1,N,481000,1785,144,2
R1,Y,399100,1800,144,2
CD,Y,629500,1802,13,3
CD,Y,629700,1800,13,3
R1,Y,359400,830,119,3
R4,N,1386000,2740,119,3
CD,Y,716100,1932,8,3
CD,Y,652800,1735,8,3
CD,Y,642600,1676,8,3
CD,Y,639400,1676,8,3
CD,Y,633400,1668,8,3
CD,Y,630700,1655,8,3
C,N,1441100,17665,19,1
C,N,1134300,11900,54,2
C,N,1134300,11900,44,2
I,N,501000,4984,97,2
C,N,674500,6586,120,1
C,N,1785000,12875,99,2
RC,N,873500,954,120,3
C,N,667500,8675,42,1
C,N,667500,8675,59,1
C,N,17077000,58194,89,3
C,N,2386000,27406,94,2
I,N,1328049,43311,99,3
C,N,1627326,38443,116,3
C,N,162740,1172,59,2
I,N,4493000,40619,64,1
C,N,4133500,45040,36,1
E,N,775000,13750,120,3
C,N,5695500,138400,89,1
C,N,557000,10057,99,1
I,N,1728500,10869,120,3
I,N,1622500,15443,120,3
RC,N,3887500,11615,109,3
RC,N,2980000,19795,119,2
RC,N,2980000,19795,39,2
RC,N,12521000,70487,89,3
RC,N,12521000,70487,1,4
C,N,75226000,867715,99,3
E,N,1618000,125555,99,1
E,N,1618000,125555,99,1
E,N,1618000,125555,99,1
I,N,3485500,50768,22,1
C,N,1359859,33945,41,1
C,N,9160000,55745,65,2
C,N,2800876,77035,54,1
I,N,6351154,63172,65,1
C,N,8570500,94102,59,1
C,N,4703208,129023,54,1
I,N,1664000,51120,49,2
C,N,2523000,22983,30,1
C,N,1607500,18750,30,2
E,N,38802300,917308,46,4
C,N,19070500,263898,44,1
C,N,19070500,263898,44,1
C,N,19070500,263898,44,1
C,N,19070500,263898,44,1
RC,N,2052874,40134,119,3
RC,N,2052874,40134,51,3
R1,Y,676600,1015,139,2
R1,N,665100,900,139,2
R1,Y,666000,900,139,2
R1,Y,673200,1027,139,2
R2,N,592600,1060,149,2
R1,Y,775700,1000,149,2
RC,N,2107000,2799,120,4
A,N,3500000,39385,15,3
RC,N,38914500,60801,54,1
RC,N,38914500,60801,7,5
RC,N,4918387,96181,51,4
RC,N,4918387,96181,51,3
RC,N,4918387,96181,51,4
RC,N,4918387,96181,51,3
RC,N,351217,3105,120,1
RC,N,274280,2425,109,4
CD,Y,521800,1117,4,2
CD,N,624700,1252,4,1.5
RC,N,3401464,66508,51,4
RC,N,3401464,66508,51,4
RC,N,3401464,66508,51,4
RC,N,3401464,66508,51,4
RC,N,3457575,67600,51,4
RC,N,3457575,67600,51,3
RC,N,3457575,67600,51,4
RC,N,2817139,55074,51,3
RC,N,2817139,55074,51,4
RC,N,2817139,55074,51,4
RC,N,2702984,52834,51,3
RC,N,2702984,52834,51,3
R1,Y,811800,927,149,3
R1,Y,724100,1100,149,3
R1,Y,735800,1060,149,3
R2,N,589900,1060,149,3
R1,N,990000,1052,116,3
R1,Y,622100,965,149,2
R1,Y,602700,965,149,2
R1,N,650100,924,149,2
R1,Y,835100,1400,149,2.5
R1,N,839900,1240,144,2.5
R1,Y,699800,810,149,2.5
R1,Y,688100,861,149,2
R2,N,566800,927,144,2
R2,Y,683500,1972,49,2
R2,Y,793900,1240,149,3
R1,Y,1007700,1207,144,3
R3,N,913220,1004,149,3.5
R1,Y,809000,3057,43,2
R1,Y,694500,1200,144,2
R1,Y,602500,1200,107,2
R1,Y,594100,1140,154,2
R1,Y,711000,1100,124,2
E,N,3005800,23009,40,2
R1,Y,884900,1800,149,2
R1,Y,864700,1470,149,2
R1,Y,575500,2205,149,2
R1,Y,761700,2100,149,2
CD,Y,793100,1586,134,4
CD,N,564700,857,134,3
CD,Y,247900,465,120,1
CD,N,342900,640,120,1
CD,N,388400,740,120,1
CD,N,315100,560,120,1
R1,Y,739800,1360,149,3
R1,Y,981300,1300,149,3
R2,Y,752900,1300,149,3
R4,N,1169000,1344,120,3
CD,N,319300,658,119,1
CD,N,320900,698,119,1
CD,Y,365400,719,119,1
CD,N,274645,580,119,1
CD,N,449700,1001,119,1
CD,N,394000,753,119,2
CD,Y,461745,933,119,2
CD,Y,535200,1014,119,1
CD,Y,553900,1169,119,1
CD,Y,541800,1031,119,1
CD,Y,631200,1494,119,2
CD,Y,549800,1406,119,2
CD,Y,493200,1095,119,2
CD,Y,470800,815,119,1
CD,Y,508200,1003,119,2
CD,Y,457900,854,119,1
CD,Y,431400,828,119,1
CD,Y,441600,859,119,1
CD,N,399400,770,119,1
R1,Y,799800,800,144,3
CD,Y,338500,547,144,1
CD,Y,686300,1528,144,2
R2,Y,843600,1120,169,3
R3,N,901700,1230,129,3
R1,Y,861000,1000,159,2
CD,Y,501700,1039,159,2
CD,N,571700,1134,159,2
R1,Y,620600,1000,144,2
R1,Y,643200,1000,159,2
R1,Y,657100,1000,144,2
E,N,4161500,24963,120,3
C,N,777313,20543,30,1
A,N,7117500,8293,4,4
R1,Y,679800,963,144,2.5
R1,Y,414600,925,97,2
R1,N,537000,760,97,2
R1,Y,516600,666,97,2
R1,Y,591900,760,97,2
RC,N,1799000,14420,109,3
RC,N,1799000,14420,99,1
C,N,473000,5001,99,1
RC,N,664500,22340,49,1
R1,Y,534700,1362,32,2
R1,Y,305700,1356,30,2
R1,Y,603500,1354,30,2
R1,Y,305700,1356,30,2
R2,N,593500,1880,30,3
R2,Y,610200,1881,30,3
R1,Y,641800,1345,30,2
R1,Y,571800,1339,30,2.5
R1,Y,357000,1335,30,2.5
R1,Y,636600,1336,31,2.5
CD,Y,362800,644,30,2
CD,N,466200,808,30,2
R2,Y,602400,1855,30,3
CD,Y,354400,638,30,2
CD,Y,469900,792,30,2
R1,Y,305700,1341,30,2
R1,Y,597600,1334,30,2.5
R1,N,662600,1332,30,2.5
R1,Y,257700,1335,30,2
R1,Y,353200,1341,30,2
R2,Y,567500,1350,30,3
R1,Y,587500,1357,30,2
R1,Y,351900,1276,30,2
R1,Y,305700,1341,30,2
R1,Y,613100,1406,32,2
R1,Y,603200,1471,30,2
R1,Y,259500,1536,30,2
R1,Y,305700,1518,30,2
C,N,934000,2624,33,2
C,N,2859000,5770,120,3
C,N,542811,5226,89,1
C,N,128801,1240,120,1
C,N,130888,1260,120,1
E,N,2452000,12705,11,2
E,N,11914300,39721,11,2
E,N,1407500,15875,119,2
RC,N,18783774,156493,44,3
RC,N,18783774,156493,19,3
RC,N,18783774,156493,44,3
RC,N,18783774,156493,44,2
RC,N,13790364,114887,44,2
RC,N,13790364,114887,44,3
RC,N,13790364,114887,44,2
RC,N,13790364,114887,44,3
RC,N,13790364,114887,44,3
RC,N,13790364,114887,44,3
RC,N,7760356,64642,44,2
RC,N,7760356,64642,44,2
RC,N,7760356,64642,44,2
RC,N,7760356,64642,44,2
RC,N,7760356,64642,44,2
RC,N,7760356,64642,44,2
RC,N,7760356,64642,44,2
RC,N,7760356,64642,44,2
RC,N,7760356,64642,44,2
RC,N,7760356,64642,44,2
RC,N,35334000,30470,109,5
C,N,23747515,262888,99,8
C,N,23747515,262888,99,8
I,N,3002000,48735,5,20
I,N,5111784,284785,89,3
I,N,5111784,284785,55,1
I,N,5111784,284785,5,1
I,N,5111784,284785,3,1
R1,N,905700,1420,149,2
R1,Y,863200,1345,149,2
R3,N,1218600,2099,159,3
CD,Y,567900,771,122,1
CD,Y,735200,887,144,1
CD,Y,792700,1267,44,2
CD,N,592100,868,129,1
CD,Y,625000,1038,129,1
CD,Y,517000,660,129,1
R2,Y,1257800,1825,170,2.5
R1,Y,1455900,1741,170,3
CD,Y,739500,910,144,1
CD,Y,687900,1050,144,1
CD,Y,629900,765,144,1
CD,N,866000,1310,6,2
CD,Y,1165800,1430,6,1
R1,Y,1562800,1612,170,3.5
CD,Y,870000,1356,144,2
CD,N,1102700,1635,144,2
R2,Y,1350700,1900,173,2.5
CD,Y,1211000,1730,144,4
CD,Y,502400,744,144,2
CD,Y,566100,1132,139,2
CD,Y,774900,1306,139,2
R1,Y,1354400,1246,149,2
CD,Y,636700,1209,139,2
CD,Y,496400,741,139,1
CD,Y,790900,1453,139,2
R4,Y,1617000,2021,120,4
CD,Y,352100,630,119,1
CD,N,621200,758,119,1
CD,Y,695400,1078,119,2
R2,Y,1319300,2020,169,2
R2,Y,1252200,1575,139,2.5
R2,Y,1890100,1671,139,3
R1,Y,673400,1067,139,2
R2,Y,1155500,1139,139,2
R1,Y,942700,955,139,2
R2,Y,993200,1855,139,3
R1,Y,1308900,800,169,3
R2,Y,1563800,800,149,3.5
R2,Y,1860900,2900,179,2.5
CD,Y,714900,1105,144,1
CD,Y,834900,1264,144,1
CD,Y,989800,1332,144,1
R1,Y,1829900,3450,139,2.5
R3,N,1095300,2400,154,3
R2,Y,2074400,2808,120,3.5
R4,N,1803500,2900,119,4
R4,N,1877500,3089,119,4
CD,N,1494000,2238,119,2
CD,N,492300,680,119,1
CD,Y,412400,559,119,1
CD,Y,465900,715,119,1
CD,Y,471800,719,119,1
CD,Y,593800,940,21,2
CD,N,531400,758,21,1
CD,N,554700,751,21,1
CD,N,586500,794,21,1
R4,N,2580000,2100,120,4
CD,Y,631800,1154,124,2
CD,Y,468900,756,124,1
CD,Y,516100,731,124,1
CD,Y,612100,858,124,1
CD,N,580700,1067,119,2
CD,N,583100,873,119,1
CD,Y,581100,868,119,1
CD,N,780800,892,119,1
A,N,1524000,2350,119,4
CD,Y,823100,1455,139,2
CD,Y,1056200,1605,139,3
CD,Y,827700,1266,139,2
R1,Y,1443900,2550,139,2
CD,N,463400,817,139,1
CD,Y,457200,811,139,1
CD,N,438500,811,139,1
R3,N,1007200,1629,139,3
R3,N,933500,1483,139,3
CD,Y,419000,690,159,1
CD,Y,818500,1288,159,2
CD,Y,491400,681,159,1
CD,Y,678684,1910,159,2
R2,Y,1145300,1276,139,3
R2,Y,1150800,1227,139,3
R3,N,954600,1289,139,3
R3,N,1152800,1351,139,3
R2,Y,1024800,1400,139,3
CD,Y,375900,786,139,1
CD,N,356800,796,139,1
CD,Y,424400,866,139,1
CD,Y,431300,546,139,1
CD,Y,746000,1317,144,2
R3,N,1056500,1598,139,3
R1,Y,1278100,3305,49,2
R3,Y,961100,1865,139,3
R2,Y,1169000,1544,139,3
CD,Y,650500,1050,139,1
CD,Y,770200,1152,139,1
CD,Y,796600,1190,139,1
CD,Y,632500,1131,139,1
CD,Y,687310,1259,139,1
CD,Y,731000,1259,139,1
CD,Y,1019600,1831,2,2
CD,Y,641700,1105,2,1
CD,Y,779100,1222,2,1
R3,Y,1051400,2465,129,3
R3,Y,892500,2053,129,3
R3,Y,1248300,1512,129,3
CD,Y,728500,1025,18,1
CD,N,743600,1065,18,1
CD,Y,743900,1135,18,1
CD,Y,588500,905,129,1
CD,Y,602300,995,129,1
CD,Y,766900,1155,129,1
R1,Y,1346100,1441,19,3
R1,Y,1325700,1237,19,3
R1,Y,415000,1210,19,3
R1,N,1318900,1201,19,3
R1,Y,1362200,1602,19,3
E,N,1105000,7595,25,2
R1,Y,1118700,1617,19,3
R1,N,1188900,1466,19,2.5
R1,Y,414800,991,19,2.5
R1,Y,1184700,1031,19,2.5
R1,Y,1111900,1493,19,2.5
R1,Y,1217000,1513,19,2.5
R1,Y,1158700,1527,19,2.5
R1,Y,972800,1485,19,2.5
R1,Y,435500,1580,19,2.5
R1,Y,543000,1057,30,2.5
R3,N,926800,1470,129,3.5
R1,Y,962700,1625,134,3
R2,Y,971700,1600,134,2
R1,Y,1006100,800,134,3
R1,Y,814900,1226,114,3
R3,N,939200,1414,129,3
R3,Y,906500,1523,129,3
R3,N,1073100,1378,129,3
CD,Y,449100,796,2,1
CD,N,417800,785,2,1
CD,Y,459800,910,2,1
R3,N,914300,1740,134,3
R2,Y,939900,2626,134,3
R1,N,1054600,1960,134,2.5
R1,Y,979600,1100,134,2
R1,Y,1261800,1100,159,2.5
CD,Y,784100,1233,129,3
CD,Y,1197700,2050,7,4
CD,N,1040300,1605,7,3
R1,N,355300,1396,134,2
R1,Y,346600,1396,134,2
R1,Y,360200,1326,144,2
R1,Y,449400,1414,144,2
C,N,617500,3325,109,1
CD,Y,451300,733,19,1
CD,N,505700,809,19,1
CD,N,503500,820,19,1
R3,Y,710800,1896,134,3
R2,Y,601600,1919,134,3
R3,Y,740900,1944,109,3
R3,Y,675700,1979,134,3
CD,Y,476300,934,134,1
CD,Y,489400,1002,134,1
CD,Y,505800,1007,134,1
CD,N,315400,550,134,1
CD,N,372800,595,134,1
CD,Y,422000,695,134,1
RC,Y,745500,2200,99,3
R2,N,619200,1080,134,2
R1,Y,437000,1080,134,2
R1,Y,335600,1015,119,3
R1,Y,381000,1015,119,3
E,N,18670000,117848,120,4
R1,Y,412700,1997,25,2
R1,Y,498900,4070,25,2
R4,Y,1098500,1643,120,3
R1,N,430600,1000,25,3
R1,Y,780240,1868,25,2.5
R4,N,1352500,2136,144,3
R3,N,838400,1283,149,3
R1,N,597400,1996,4,3
R3,N,888700,1520,149,3
A,N,3311500,11266,25,6
R1,Y,541600,2767,129,2
R1,Y,801000,1450,129,2.5
R1,Y,1406200,1150,134,2.5
R3,Y,1009200,3007,149,3
R2,Y,1336800,2300,149,3
R1,Y,1306600,1240,159,3
R1,Y,1567100,1572,144,3
R4,N,1790500,1518,119,3
R1,Y,760100,1677,134,2
R1,Y,500300,1050,149,2
CD,Y,1261100,2297,113,3
CD,Y,1079300,2047,113,4
CD,Y,951300,1657,113,3
CD,Y,762800,1022,149,2
CD,Y,870300,1375,149,2
CD,N,632300,904,139,1
CD,Y,739400,1144,139,2
R1,Y,666800,1687,144,2
CD,Y,658100,1180,149,2
CD,Y,630600,947,149,1
CD,Y,538500,794,149,1
R3,N,836300,1100,129,3
R3,N,957000,1100,129,3
R1,Y,455600,1031,119,1
R1,Y,891200,1212,109,2
R1,Y,700150,993,119,3
R1,Y,682900,1011,119,3
R1,Y,1237500,1605,119,3
R1,Y,1208700,1646,119,3
CD,Y,746300,1160,119,2
CD,Y,878300,1403,119,2
R1,Y,1382000,1646,119,3
CD,Y,721300,1193,119,2
CD,Y,894400,1456,119,2
R1,Y,1025800,1012,119,3
R1,Y,948800,982,119,3
R1,Y,1121300,883,119,3
R1,Y,1300900,1053,139,2.5
R1,Y,622800,778,184,2
R1,Y,700560,675,184,2
R1,Y,717600,675,184,2
R1,Y,726600,796,184,2
CD,Y,934100,1943,17,3
CD,Y,908800,1851,17,3
CD,Y,512300,837,120,1
CD,Y,564900,990,120,1
CD,Y,585800,1052,120,1
R1,Y,735500,847,159,2
R1,N,590520,876,159,2
R1,Y,651530,870,159,2
R1,Y,834400,1249,19,2
R2,Y,1158000,1650,129,3
R2,Y,1237200,2061,134,3
R3,N,818400,2061,134,3
CD,Y,856300,1830,2,3
CD,Y,966900,1896,2,2
CD,N,396500,552,129,1
CD,N,401900,576,129,1
CD,Y,466900,675,129,1
CD,N,416200,547,134,1
CD,Y,387300,542,144,1
CD,Y,408700,550,134,1
R1,Y,809600,1025,129,2
CD,N,416600,655,144,1
CD,Y,673800,1255,144,2
R2,N,740900,1312,109,2
RC,N,616143,1296,120,3
RC,N,623000,678,120,3
CD,Y,1199205,1685,129,2
CD,Y,676200,886,129,1
CD,Y,1509100,1832,129,2
CD,N,527100,737,134,1
CD,Y,549100,968,134,1
CD,Y,790100,1021,134,1
CD,N,748300,1021,134,1
CD,Y,830900,1075,134,1
CD,Y,1552500,2165,149,3
CD,Y,1248200,1917,149,2
CD,Y,1163700,2126,119,2
CD,N,600000,1018,164,1
CD,Y,1819700,2210,164,2
CD,Y,1544300,2058,120,4
CD,N,392200,518,120,1
CD,Y,604300,957,120,1
CD,N,756600,1061,19,1
R2,Y,2520400,2500,149,4
R1,Y,3603500,2834,120,4
CD,Y,661600,920,145,1
CD,N,574500,789,145,1
CD,N,561900,816,145,1
CD,Y,1531700,1973,145,2
CD,Y,957200,1518,129,2
CD,Y,797100,1200,129,1
CD,Y,830400,1200,129,1
CD,Y,830000,1200,129,1
CD,N,915100,1608,119,2
CD,Y,767900,1135,119,1
CD,Y,770200,1138,119,1
CD,Y,705900,1137,119,1
CD,N,454000,666,179,1
CD,Y,1088300,1299,179,2
CD,N,578600,709,179,1
CD,Y,589000,784,179,1
R1,Y,3334600,2500,179,4
CD,N,427900,591,120,1
CD,Y,560000,721,120,1
CD,Y,607300,745,120,1
CD,Y,1155630,1785,120,2
R2,Y,1168300,2438,159,2
R1,N,1235000,1670,139,2.5
R1,N,678800,1470,139,2
R1,Y,985800,1463,149,2
R1,Y,944600,1677,149,2
R2,Y,1093600,2183,149,2.5
R2,N,1265200,2183,129,3
R2,N,1325800,4112,49,2
