LU,OWN_OCC,AV_TOTAL,LAND_SF,YR_BUILT,NUM_FLOORS
CD,N,285700,553,72,1
CD,N,322100,678,104,1
CD,N,278400,536,72,1
CD,N,292300,577,72,1
CD,Y,314900,553,72,1
CD,N,356600,678,72,1
CD,N,278400,536,72,1
CD,N,308100,730,72,1
CD,N,314300,701,72,1
CD,N,295600,649,72,1
CD,N,249000,467,72,1
CD,N,290900,619,72,1
CD,Y,318200,561,72,1
CD,N,278900,538,72,1
CD,N,282600,527,72,1
CD,Y,280400,619,72,1
CD,Y,343900,659,78,1
CD,N,286400,560,72,1
CD,Y,282600,527,72,1
CD,N,303800,619,72,1
CD,N,322400,659,72,1
CD,N,278900,538,72,1
CD,Y,245400,638,72,1
CD,N,428800,980,129,1
CD,N,385000,935,129,1
CD,N,424300,995,129,1
CD,Y,486100,980,129,1
CD,N,479600,995,129,1
CD,Y,421400,980,129,1
CD,N,227700,525,129,1
CD,Y,314800,950,129,1
CD,N,302000,515,129,1
CD,N,285000,570,129,1
CD,N,383100,895,129,1
CD,N,389200,930,129,1
CD,Y,287500,600,129,1
CD,N,285000,570,129,1
CD,N,383100,895,129,1
CD,N,392700,950,129,1
CD,N,292600,600,129,1
CD,N,319200,570,129,1
CD,N,384900,905,129,1
CD,N,392700,950,129,1
R3,N,1469013,2088,109,3
R4,N,1643000,2469,99,3
R3,N,1566500,3027,109,3
A,N,2154000,4895,79,3
A,N,2798500,5079,73,3
R2,N,1236000,5119,109,2
R2,Y,1098300,4766,109,2
R2,Y,1222800,5635,109,2
R2,N,1138100,5814,109,2
R2,N,1294700,6201,109,2.5
R2,Y,1196200,6623,109,2
R3,N,1771300,9000,109,3
CD,N,285000,786,94,1
CD,N,285000,786,94,1
CD,N,348700,782,94,1
CD,Y,408800,782,94,1
CD,N,346000,734,94,1
CD,N,318200,734,94,1
CD,N,390500,927,94,1
CD,N,386500,927,94,1
CD,N,336500,734,94,1
CD,N,386500,734,94,1
CD,N,395500,927,94,1
CD,Y,395500,927,94,1
CD,Y,356900,734,94,1
CD,Y,397100,734,94,1
CD,N,315200,800,109,1
CD,N,325100,642,109,1
CD,N,356600,729,109,1
CD,N,339600,640,109,1
CD,N,326600,635,109,1
CD,N,362700,750,109,1
CD,N,332400,640,109,1
CD,Y,331000,635,109,1
CD,N,389400,807,109,1
CD,Y,367100,750,109,1
CD,N,332400,640,109,1
CD,N,331000,635,109,1
CD,N,383500,807,109,1
CD,N,269200,585,109,1
CD,N,263800,560,109,1
CD,N,348000,699,109,1
CD,N,397900,673,109,1
CD,N,331900,638,109,1
CD,N,322400,638,109,1
CD,N,387100,835,109,1
CD,Y,331900,638,109,1
CD,Y,331900,638,109,1
CD,N,382300,818,109,1
CD,Y,377700,835,109,1
CD,Y,331900,638,109,1
CD,N,331900,638,109,1
CD,Y,382300,818,109,1
CD,N,271900,584,109,1
CD,N,275500,617,109,1
CD,N,340500,673,109,1
CD,N,340500,673,109,1
CD,N,322400,638,109,1
CD,N,322400,638,109,1
CD,N,382500,819,109,1
CD,N,331900,638,109,1
CD,Y,331900,638,109,1
CD,N,373100,819,109,1
CD,N,382500,819,109,1
CD,N,331900,638,109,1
CD,N,331900,638,109,1
CD,Y,388500,819,109,1
A,N,3239000,6280,99,3
CD,N,329800,680,99,1
CD,N,317200,650,99,1
CD,N,307900,625,99,1
CD,Y,353000,630,99,1
CD,N,400400,765,99,1
CD,N,363800,805,99,1
CD,N,307900,625,99,1
CD,N,309200,630,99,1
CD,N,352900,765,99,1
CD,Y,363800,805,99,1
CD,N,325300,625,99,1
CD,N,326700,630,99,1
CD,N,383600,765,99,1
CD,N,386200,805,99,1
CD,N,299800,690,79,1
CD,N,296600,675,79,1
CD,Y,358900,745,79,1
CD,Y,412700,760,79,1
CD,N,404300,760,79,1
CD,N,363000,760,79,1
CD,N,358900,745,79,1
CD,N,363000,760,79,1
CD,N,361000,760,79,1
CD,Y,410700,760,79,1
CD,N,363000,760,79,1
CD,Y,361000,760,79,1
CD,Y,363000,760,79,1
CD,Y,404300,760,79,1
CD,N,308300,730,79,1
CD,N,300700,731,99,1
CD,N,345200,727,99,1
CD,N,371400,773,99,1
CD,N,370300,769,99,1
CD,N,371400,773,99,1
CD,Y,370300,769,99,1
CD,N,409900,773,99,1
CD,N,370300,769,99,1
CD,N,247300,588,99,1
CD,N,276300,722,99,1
CD,Y,295600,620,99,1
CD,N,336100,764,99,1
CD,N,301500,620,99,1
CD,N,348700,764,99,1
CD,N,344600,620,99,1
CD,N,336100,764,99,1
CD,N,279500,718,99,1
CD,N,320100,728,99,1
CD,N,336100,764,99,1
CD,N,338400,774,99,1
CD,Y,336100,764,99,1
CD,N,338400,774,99,1
CD,Y,337400,764,99,1
CD,N,338400,774,99,1
CD,N,331100,719,99,1
CD,Y,276800,725,99,1
CD,N,379700,761,99,1
CD,N,336800,767,99,1
CD,N,335300,761,99,1
CD,N,336800,767,99,1
CD,Y,373200,761,99,1
CD,N,336800,767,99,1
CD,N,269800,724,99,1
CD,Y,307400,730,99,1
CD,Y,336500,766,99,1
CD,N,338000,772,99,1
CD,N,336500,766,99,1
CD,N,338000,772,99,1
CD,N,368700,766,99,1
CD,N,376300,772,99,1
CD,N,269500,721,49,1
CD,N,319700,727,99,1
CD,N,335800,763,99,1
CD,N,346700,769,99,1
CD,N,335800,763,99,1
CD,Y,337300,769,99,1
CD,N,341800,763,99,1
CD,N,337300,769,99,1
CD,Y,836700,2379,19,1
CD,Y,643800,1474,19,1
CD,N,377600,727,16,1
CD,Y,887600,3001,16,2
R3,N,1711600,9221,119,2
R2,N,1319100,9279,119,2.5
CD,N,253800,900,99,1
CD,N,619500,1300,99,1
CD,N,633000,2195,99,1
R2,Y,1284300,9252,119,2.5
A,N,4333500,18488,49,3
CD,Y,876700,2265,6,3
CD,Y,1009120,2572,6,3
CD,Y,937600,2570,6,3
CD,N,977500,2631,6,3
A,N,10181500,32782,64,3
R2,N,1360500,15040,119,2.5
R2,N,1364100,9212,109,2
R4,N,2098500,10788,109,2
A,N,7572500,10396,109,6
A,N,7055500,8778,109,6
RC,N,7288000,9153,94,6
RC,N,9962000,22832,109,4
CD,Y,313300,910,84,1
CD,N,255200,606,84,1
CD,N,237700,493,84,1
CD,N,321000,731,84,1
CD,N,386500,944,84,1
CD,N,321000,731,84,1
CD,N,237700,493,84,1
CD,Y,432100,944,84,1
CD,N,261300,493,84,1
CD,N,321000,731,84,1
CD,N,369500,944,84,1
CD,N,281500,540,84,1
CD,N,368700,837,89,1
CD,Y,263300,617,84,1
CD,N,415800,904,84,1
CD,N,288600,633,84,1
CD,N,370500,896,84,1
CD,N,371800,904,84,1
CD,Y,302000,633,84,1
CD,N,370500,896,84,1
CD,N,409800,904,84,1
CD,N,302000,633,84,1
CD,Y,370500,896,84,1
CD,N,279800,729,89,1
CD,N,262700,654,89,1
CD,N,430700,898,84,1
CD,Y,324800,719,84,1
CD,Y,365400,704,84,1
CD,N,430700,898,84,1
CD,N,323900,719,84,1
CD,N,317200,704,84,1
CD,N,376800,898,84,1
CD,N,323900,719,84,1
CD,N,352700,704,84,1
R2,Y,939300,10330,129,2
RC,N,2927000,7870,109,3
RC,N,2702500,3837,109,3
A,N,3193500,4835,120,3
A,N,2854000,4847,109,3
CD,Y,386500,908,109,2
CD,N,210000,297,109,1
CD,N,267900,477,109,1
CD,N,395900,908,109,2
CD,N,221900,344,109,1
CD,N,259300,477,109,1
CD,N,274500,523,109,1
CD,N,210000,297,109,1
CD,N,259300,477,109,1
CD,N,276600,531,109,1
CD,N,221900,344,109,1
CD,N,255300,477,109,1
CD,N,274500,523,109,1
CD,N,210000,297,109,1
CD,N,255300,477,109,1
CD,N,276600,531,109,1
CD,N,221900,344,109,1
CD,N,255300,477,109,1
A,N,12000500,17139,109,5
CD,Y,300800,545,79,1
CD,N,406200,913,79,1
CD,N,300100,558,79,1
CD,N,283200,481,79,1
CD,N,298100,553,79,1
CD,Y,355500,685,79,1
CD,Y,391200,846,79,1
CD,N,300100,558,79,1
CD,N,277300,481,79,1
CD,N,332100,651,79,1
CD,Y,331600,666,79,1
CD,N,343500,685,79,1
CD,N,387200,846,79,1
CD,N,300100,558,79,1
CD,N,277300,481,79,1
CD,N,339000,651,79,1
CD,N,335700,663,79,1
CD,N,362600,685,79,1
CD,N,415700,846,79,1
CD,Y,321600,558,79,1
CD,N,290700,481,79,1
CD,N,350200,651,79,1
CD,N,349100,663,79,1
CD,Y,475000,869,32,1
CD,Y,549800,887,32,1
CD,Y,414000,691,32,1
CD,N,425800,697,32,1
CD,N,512300,886,32,1
CD,N,513500,890,32,1
CD,N,389100,702,32,1
CD,Y,428600,704,32,1
CD,N,528800,890,32,1
CD,N,554200,891,32,1
CD,N,460900,705,32,1
CD,Y,457000,696,32,1
CD,Y,699600,1323,32,1
CD,Y,728600,1320,32,1
R3,N,1750700,3452,99,3
R3,N,1681000,3297,99,3
A,N,3650500,6598,94,3
A,N,2986000,5623,99,3
A,N,3039000,5770,99,3
CD,N,327500,590,99,1
CD,N,347700,760,99,1
CD,N,261300,485,99,1
CD,N,185500,240,99,1
CD,N,183400,242,99,1
CD,N,277900,470,99,1
CD,N,341700,750,99,1
CD,N,378000,740,99,1
CD,N,256700,485,99,1
CD,N,182600,240,99,1
CD,N,203500,242,99,1
CD,N,258200,470,99,1
CD,N,339300,750,99,1
CD,N,405500,740,99,1
CD,N,253800,485,99,1
CD,N,182600,240,99,1
CD,Y,207700,242,99,1
CD,N,243800,470,99,1
CD,N,289700,700,99,1
CD,N,258191,565,99,1
CD,N,301200,785,99,1
CD,N,252400,565,99,1
CD,Y,366500,830,99,1
CD,N,293300,600,99,1
CD,N,280100,550,99,1
CD,N,190100,275,99,1
CD,Y,179400,225,99,1
CD,Y,333300,600,99,1
CD,N,415100,810,99,1
CD,N,358400,800,99,1
CD,N,280100,550,99,1
CD,N,190100,275,99,1
CD,N,179400,225,99,1
CD,N,295900,600,99,1
CD,N,375400,810,99,1
CD,N,366200,800,99,1
CD,N,282800,550,99,1
CD,N,183100,275,99,1
CD,N,179400,225,99,1
CD,N,306400,600,99,1
CD,N,232600,470,99,1
CD,N,205500,416,99,1
CD,N,288900,725,99,1
R2,Y,1402000,10374,99,2
A,N,1533000,9600,109,2.5
R2,N,1164600,7720,129,2.5
R2,N,1191300,6186,109,2
CD,N,353600,908,139,1
CD,N,351100,1027,139,1
CD,N,375600,743,139,1
CD,Y,378500,743,139,1
CD,N,329500,672,139,1
CD,Y,337300,709,139,1
CD,N,358000,795,139,1
CD,Y,357000,791,139,1
CD,N,327300,672,139,1
CD,Y,337300,709,139,1
CD,N,358000,795,139,1
CD,Y,358000,795,139,1
CD,N,327300,672,139,1
CD,N,337300,709,139,1
CD,N,385900,941,99,1
CD,N,388700,953,99,1
CD,N,374000,789,99,1
CD,Y,379200,843,99,1
CD,N,320500,688,99,1
CD,Y,334700,743,99,1
R3,N,1832600,12508,129,2.5
R4,N,1265500,12078,120,2.5
CD,Y,318200,574,90,1
CD,N,345900,675,90,1
CD,Y,376100,733,90,1
CD,N,259300,426,90,1
CD,N,265900,437,90,1
CD,N,305100,582,90,1
CD,Y,357000,611,90,1
CD,N,392200,835,90,1
CD,Y,355300,705,90,1
CD,N,368900,740,90,1
CD,N,266300,424,90,1
CD,Y,331000,617,90,1
CD,Y,349300,582,90,1
CD,N,358500,632,90,1
CD,Y,418700,840,90,1
CD,Y,363500,701,90,1
CD,N,367900,737,90,1
CD,N,266300,424,90,1
CD,Y,330300,615,90,1
CD,N,315700,583,90,1
CD,N,333200,636,90,1
CD,N,441700,839,90,1
CD,Y,371500,695,90,1
CD,N,461400,738,90,1
CD,N,278400,425,90,1
CD,Y,347100,614,90,1
CD,Y,331900,583,90,1
CD,Y,349800,633,90,1
CD,Y,320400,581,90,1
CD,Y,347500,680,90,1
CD,Y,379300,743,90,1
CD,N,257900,421,90,1
CD,N,274700,435,90,1
CD,N,328200,590,90,1
CD,N,333100,601,90,1
CD,N,402200,838,90,1
CD,N,352500,696,90,1
CD,N,440600,747,90,1
CD,N,266300,424,90,1
CD,Y,335100,615,90,1
CD,N,318500,589,90,1
CD,N,331900,632,90,1
CD,N,418100,838,90,1
CD,Y,353400,699,90,1
CD,Y,364300,748,90,1
CD,N,265600,422,90,1
CD,N,330300,615,90,1
CD,Y,319400,592,90,1
CD,N,341100,631,90,1
CD,Y,430200,839,90,1
CD,N,401800,698,90,1
CD,N,391900,747,90,1
CD,N,281400,423,90,1
CD,N,356200,613,90,1
CD,N,380900,592,90,1
CD,Y,350500,635,90,1
CD,Y,247600,385,89,1
CD,N,324900,595,89,1
CD,Y,479200,815,89,1
CD,N,327100,425,89,1
CD,N,353500,600,89,1
CD,N,494300,890,89,1
CD,N,242200,440,89,1
CD,N,326500,600,89,1
CD,Y,421000,830,89,1
CD,Y,397900,600,89,1
CD,N,397900,600,89,1
CD,N,438100,720,89,1
CD,N,346900,570,89,1
CD,N,255200,440,89,1
CD,N,362500,600,89,1
CD,Y,481600,830,89,1
CD,N,397900,600,89,1
CD,N,397900,600,89,1
CD,Y,438100,720,89,1
CD,N,413900,570,89,1
CD,N,343000,440,89,1
CD,N,353600,600,89,1
CD,N,504700,830,89,1
CD,N,339100,600,89,1
CD,Y,339100,600,89,1
CD,Y,382600,720,89,1
CD,N,337900,570,89,1
CD,N,416900,875,89,1
CD,N,251600,400,89,1
CD,N,258100,387,89,1
CD,N,290000,445,89,1
CD,Y,495100,1235,89,1
CD,N,258800,450,89,1
CD,N,394200,820,89,1
CD,N,385300,765,89,1
CD,Y,394200,680,89,1
CD,N,248600,415,89,1
CD,N,248600,415,89,1
CD,Y,339000,710,89,1
CD,Y,372300,765,89,1
CD,N,395000,690,89,1
CD,Y,302200,555,89,1
CD,N,374500,765,89,1
CD,N,347500,680,89,1
CD,N,248600,415,89,1
CD,N,248600,415,89,1
CD,N,356900,710,89,1
CD,Y,372300,765,89,1
CD,N,360200,690,89,1
CD,N,307000,555,89,1
CD,Y,461000,765,89,1
CD,Y,394900,680,89,1
CD,N,260200,415,89,1
CD,N,260200,415,89,1
CD,N,376600,710,89,1
CD,Y,394300,765,89,1
CD,Y,373400,690,89,1
CD,N,322400,555,89,1
CD,N,420900,900,89,1
CD,N,217600,320,89,1
CD,Y,246100,380,89,1
CD,N,333400,635,89,1
CD,N,253000,430,89,1
CD,N,437800,805,89,1
CD,N,331300,615,89,1
CD,N,240800,390,89,1
CD,N,423200,910,89,1
CD,N,328700,620,89,1
CD,N,325500,610,89,1
CD,N,401200,815,89,1
CD,N,331300,615,89,1
CD,N,256700,445,89,1
CD,N,240800,390,89,1
CD,N,483700,910,89,1
CD,Y,328700,620,89,1
CD,Y,351200,610,89,1
CD,N,435500,815,89,1
CD,Y,331300,615,89,1
CD,Y,256700,445,89,1
CD,N,251700,390,89,1
CD,N,448500,910,89,1
CD,Y,345900,620,89,1
CD,Y,385100,610,89,1
CD,Y,423900,815,89,1
CD,N,348400,615,89,1
CD,Y,269100,445,89,1
C,N,2083400,31915,19,1
CD,N,245400,400,84,1
CD,N,262500,460,84,1
CD,N,292100,560,84,1
CD,N,303600,600,84,1
CD,N,269700,485,84,1
CD,N,289000,485,84,1
CD,N,323400,570,84,1
CD,Y,295000,570,84,1
CD,N,273800,485,84,3
CD,Y,269700,485,84,1
CD,N,332800,570,84,1
CD,N,299500,570,84,1
CD,N,278100,485,84,1
CD,N,282500,485,84,1
CD,N,310000,570,84,1
CD,N,332800,570,84,1
CD,N,262500,460,84,1
CD,N,256400,520,84,1
CD,N,274400,515,84,1
CD,Y,362300,780,84,1
CD,N,306100,520,84,1
CD,N,298700,580,84,1
CD,N,308600,540,84,1
CD,N,344000,740,84,1
CD,N,279700,520,84,1
CD,N,327500,580,84,1
CD,N,281400,540,83,1
CD,N,350700,740,84,1
CD,N,323100,520,84,1
CD,N,321100,580,84,1
CD,N,322900,540,84,1
CD,N,363600,740,84,1
CD,N,274000,500,69,1
CD,Y,309400,530,69,1
CD,N,270200,500,84,1
CD,N,284200,550,69,1
CD,N,296900,580,84,1
CD,N,294100,570,89,1
CD,N,275800,520,69,1
CD,Y,293400,510,69,1
CD,N,296900,580,69,1
CD,N,294100,570,69,1
CD,N,280500,520,69,1
CD,Y,273000,510,69,1
CD,N,312300,580,69,1
CD,Y,309100,570,69,1
CD,Y,289600,520,69,1
CD,N,325900,510,69,1
CD,N,386500,1165,79,1
CD,N,291700,530,79,1
CD,N,256800,440,79,1
CD,N,315300,625,79,1
CD,N,350400,620,79,1
CD,N,347100,650,79,1
CD,N,336400,570,79,1
CD,N,310800,625,79,1
CD,N,309400,620,79,1
CD,N,322700,650,79,1
CD,N,294100,570,79,1
CD,N,352100,625,79,1
CD,N,309400,620,79,1
CD,Y,334200,650,79,1
CD,N,309100,570,79,1
CD,Y,368600,625,79,1
CD,N,325800,620,79,1
CD,Y,474700,1300,89,1
CD,Y,328000,580,89,1
CD,N,272200,510,89,1
CD,Y,313800,610,89,1
CD,N,334100,620,89,1
CD,N,331300,700,89,1
CD,N,317000,650,89,1
CD,N,297800,580,89,1
CD,N,297800,580,89,1
CD,N,331300,700,89,1
CD,N,317000,650,89,1
CD,N,297800,580,89,1
CD,N,297800,580,89,1
CD,N,349900,700,89,1
CD,Y,334200,650,89,1
CD,N,313200,580,89,1
CD,N,313200,580,89,1
CD,N,481400,1370,89,1
CD,Y,308300,640,89,1
CD,N,298200,510,89,1
CD,Y,190263,610,89,1
CD,N,309400,620,89,1
CD,N,345700,750,89,1
CD,N,370700,790,89,1
CD,N,309400,620,89,1
CD,N,337400,630,89,1
CD,Y,406600,750,89,1
CD,Y,357200,790,89,1
CD,Y,313900,620,89,1
CD,Y,316800,630,89,1
CD,N,365500,750,89,1
CD,N,354300,790,89,1
CD,N,356200,620,89,1
CD,N,328900,630,89,1
CD,N,282100,660,89,1
CD,N,350800,950,89,1
CD,N,259500,525,89,1
CD,N,411600,1210,89,1
CD,N,283400,530,89,1
CD,N,235000,385,89,1
CD,Y,325600,670,89,1
CD,N,308700,540,89,1
CD,N,274000,510,89,1
CD,N,283400,530,89,1
CD,N,231900,385,89,1
CD,N,348200,670,89,1
CD,N,289400,540,89,1
CD,N,274000,510,89,1
CD,N,279800,530,89,1
CD,N,259700,385,89,1
CD,N,325600,670,89,1
CD,N,316600,540,89,1
CD,N,274000,510,89,1
CD,N,297400,530,89,1
CD,N,248900,385,89,1
CD,N,343300,670,89,1
CD,N,303600,540,89,1
CD,N,287400,510,89,1
C,N,746000,11630,43,1
A,N,3767000,13369,89,3
CD,N,289800,670,129,1
CD,N,344700,589,129,2
CD,N,301600,567,129,1
CD,N,306700,595,129,2
CD,Y,327500,605,129,1
CD,N,485400,1238,129,1
A,N,1596000,6430,120,2.5
CD,N,291600,622,99,1
CD,N,341400,740,99,1
CD,N,265800,483,99,1
CD,N,246400,475,99,1
CD,N,371100,825,99,1
CD,Y,291600,622,99,1
CD,N,331600,705,99,1
CD,N,295500,592,99,1
CD,N,279200,532,99,1
CD,N,371100,825,99,1
CD,N,231700,400,99,1
CD,N,313800,645,99,1
CD,N,313500,622,99,1
CD,N,342800,705,99,1
CD,N,344700,592,99,1
CD,Y,279200,532,99,1
CD,Y,385500,825,99,1
CD,N,245800,400,99,1
CD,N,325100,645,99,1
CD,N,330900,622,99,1
CD,Y,362400,705,99,1
CD,Y,321400,592,99,1
CD,N,303300,532,99,1
CD,N,407200,825,99,1
CD,N,238300,400,99,1
CD,N,343000,645,99,1
R4,N,914500,3563,99,2.5
A,N,1407000,2342,94,3
A,N,1096500,2400,99,3
R4,N,1529500,4000,99,3
R4,N,1726500,5700,119,3
CD,N,332100,796,69,1
CD,N,272100,530,69,1
CD,N,342100,780,69,1
CD,Y,276100,570,69,1
CD,Y,344500,825,69,1
CD,N,350300,908,69,1
CD,N,254900,530,69,1
CD,N,342100,780,69,1
CD,N,275500,570,69,1
CD,N,364800,920,69,1
CD,N,350300,908,69,1
CD,N,254900,530,69,1
CD,N,408500,780,69,1
CD,N,275500,570,69,1
CD,N,364800,920,69,1
CD,N,350300,908,69,1
CD,N,254900,530,69,1
CD,N,342100,780,69,1
CD,Y,305300,570,69,1
CD,N,403400,920,69,1
CD,N,375600,908,69,1
CD,N,326100,530,69,1
CD,Y,369700,780,69,1
CD,N,291300,570,69,1
CD,N,390400,920,69,1
CD,N,363900,895,69,1
CD,N,316800,680,69,1
CD,N,279900,588,69,1
CD,Y,335400,835,69,1
CD,N,217400,350,69,1
CD,N,347400,825,69,1
CD,N,316800,680,69,1
CD,N,279900,588,69,1
CD,N,335400,835,69,1
CD,N,262500,540,69,1
CD,N,347400,825,69,1
CD,N,313800,680,69,1
CD,N,279900,588,69,1
CD,N,335400,835,69,1
CD,Y,262500,540,69,1
CD,N,347400,825,69,1
CD,Y,316800,680,69,1
CD,Y,331400,588,69,1
CD,N,335400,835,69,1
CD,Y,278100,540,69,1
CD,N,446600,825,69,1
CD,Y,370200,680,69,1
CD,N,296300,588,69,1
CD,N,358600,835,69,1
CD,N,277500,540,69,1
CD,Y,428000,916,69,1
CD,N,336000,670,69,1
CD,N,304800,568,69,1
CD,N,326100,796,69,1
CD,N,219300,358,69,1
CD,N,365900,840,69,1
CD,N,318800,688,69,1
CD,Y,275000,568,69,1
CD,N,423800,852,69,1
CD,N,277800,563,69,1
CD,N,365900,840,69,1
CD,N,315800,688,69,1
CD,N,315000,568,69,1
CD,Y,360200,852,69,1
CD,Y,307400,563,69,1
CD,N,365900,840,69,1
CD,N,318800,688,69,1
CD,N,275000,568,69,1
CD,Y,351300,852,69,1
CD,N,277800,563,69,1
CD,N,389300,840,99,1
CD,Y,332700,688,69,1
CD,N,290800,568,69,1
CD,N,511600,852,99,1
CD,Y,293400,563,99,1
CD,Y,318800,740,69,1
CD,N,258500,546,69,1
CD,Y,316200,730,69,1
CD,N,274700,567,69,1
CD,N,336600,770,69,1
CD,N,345800,876,69,1
CD,N,258500,546,69,1
CD,N,380200,734,69,1
CD,Y,274700,567,69,1
CD,N,355400,860,69,1
CD,N,345800,876,69,1
CD,N,258500,546,69,1
CD,N,333200,734,69,1
CD,N,274700,567,69,1
CD,N,355400,860,69,1
CD,N,345800,876,69,1
CD,N,258500,546,69,1
CD,N,367300,734,69,1
CD,Y,269300,567,69,1
CD,N,358400,860,69,1
CD,N,376100,876,69,1
CD,N,273700,546,69,1
CD,Y,350600,734,69,1
CD,N,290500,567,69,1
CD,N,379400,860,69,1
CD,N,289900,927,69,1
C,N,2655000,17620,54,3
C,N,1928000,6963,89,1
R3,N,2050100,9327,109,2.5
R1,N,1079900,7156,119,2.5
R2,Y,1486800,6500,119,2.5
R1,N,907700,6513,119,2.5
CD,Y,362300,1186,109,1
CD,Y,519200,1150,109,1
CD,N,217000,388,109,1
CD,Y,332700,702,109,1
CD,N,369100,931,109,1
R2,N,1416300,6226,119,2.5
R2,Y,1314600,5720,119,2.5
R2,N,1543100,6630,114,2.5
CD,N,310700,614,90,1
CD,N,301300,590,90,1
CD,N,224100,384,90,1
CD,N,229300,407,90,1
CD,N,381700,884,90,1
CD,N,290200,560,90,1
CD,N,231100,416,90,1
CD,N,346400,740,90,1
CD,N,373000,826,90,1
CD,N,224100,384,90,1
CD,N,229300,407,90,1
CD,N,381700,884,90,1
CD,Y,321200,665,90,1
CD,N,231100,416,90,1
CD,N,346400,740,90,1
CD,Y,373200,826,90,1
CD,N,224100,384,90,1
CD,N,229300,407,90,1
CD,N,381700,884,90,1
CD,Y,355100,665,90,1
CD,N,231100,416,90,1
CD,N,367000,740,90,1
CD,N,436100,826,90,1
CD,N,234800,384,90,1
CD,Y,240600,407,90,1
CD,N,406300,884,90,1
CD,N,339700,665,90,1
CD,N,242700,416,90,1
CD,N,310700,614,90,1
CD,N,333800,685,90,1
CD,N,209500,384,90,1
CD,N,235000,430,90,1
CD,N,418800,884,90,1
CD,N,300300,560,90,1
CD,N,231100,416,90,1
CD,N,353800,766,90,1
CD,N,366200,801,90,1
CD,N,231100,384,90,1
CD,N,235000,430,90,1
CD,N,381700,884,90,1
CD,N,316800,652,90,1
CD,N,231100,416,90,1
CD,N,353800,766,90,1
CD,N,366200,801,90,1
CD,N,224100,384,90,1
CD,N,235200,430,90,1
CD,Y,424800,884,90,1
CD,N,317600,652,90,1
CD,Y,247000,416,90,1
CD,N,366000,766,90,1
CD,N,388500,801,90,1
CD,Y,234800,384,90,1
CD,N,246900,430,90,1
CD,N,406300,884,90,1
CD,N,335700,652,90,1
CD,N,242700,416,90,1
CD,Y,582200,1856,99,2
CD,Y,580700,1285,99,2
CD,N,377400,1188,99,2
R2,Y,1038400,6226,122,2.5
R2,Y,1237300,6452,94,2.5
R2,Y,1279700,6503,106,2.5
R2,N,1437600,6549,114,2.5
CD,N,398100,756,129,1
CD,N,274700,466,129,1
CD,N,262600,378,129,1
CD,N,298200,549,129,1
CD,Y,258600,420,129,1
CD,N,277200,506,129,1
CD,N,303900,566,129,1
CD,N,267900,442,129,1
CD,N,257700,418,129,1
CD,N,294500,536,129,1
CD,N,317500,636,129,1
CD,N,338600,590,129,1
CD,N,303900,566,129,1
CD,N,202200,284,129,1
CD,N,258700,425,129,1
CD,N,335000,679,129,1
CD,N,302100,636,129,1
CD,N,311300,590,129,1
CD,N,303900,566,129,1
CD,N,267900,442,129,1
CD,N,257700,418,129,1
CD,N,294500,536,129,1
CD,N,323900,636,129,1
CD,N,360800,590,129,1
CD,Y,320700,566,129,1
CD,N,280900,442,129,1
CD,N,270000,418,129,1
CD,N,310300,536,129,1
CD,Y,342700,636,129,1
CD,N,323400,590,129,1
A,N,3029500,6491,94,3
R3,N,1744700,3251,109,3
CD,N,463900,1325,109,1
CD,N,483200,1425,109,1
CD,N,483500,1425,109,1
R3,N,1618300,2573,109,3
R3,N,1873300,2525,109,3
CD,N,342000,790,89,1
CD,N,331800,760,89,1
CD,N,349400,785,89,1
CD,N,288400,585,89,1
CD,N,304800,640,89,1
CD,N,361600,830,89,1
CD,N,331800,760,89,1
CD,N,296200,625,89,1
CD,N,347700,785,89,1
CD,N,289100,585,89,1
CD,N,304800,640,89,1
CD,N,361600,830,89,1
CD,N,331800,760,89,1
CD,N,296200,625,89,1
CD,N,353400,785,89,1
CD,N,289100,585,89,1
CD,N,354900,640,89,1
CD,Y,425500,830,89,1
CD,N,353000,760,89,1
CD,N,313600,625,89,1
CD,N,371300,785,89,1
CD,N,305400,585,89,1
A,N,3698500,4692,99,4
A,N,3416500,4322,99,4
CD,N,304500,655,104,1
CD,N,288900,595,104,1
CD,N,235700,425,104,1
CD,N,210000,365,104,1
CD,Y,244100,490,104,1
CD,N,355300,755,104,1
CD,N,288900,595,104,1
CD,N,226200,495,104,1
CD,N,210000,365,104,1
CD,N,302300,610,104,1
CD,N,374100,755,104,1
CD,N,288900,595,104,1
CD,N,226200,425,104,1
CD,N,210000,365,104,1
CD,N,335400,610,104,1
CD,N,371000,755,104,1
CD,Y,305500,595,104,1
CD,N,238000,425,104,1
CD,N,220100,365,104,1
CD,Y,309800,610,104,1
R3,N,1599900,6910,109,2.5
A,N,3846500,5136,99,4
A,N,3960500,5045,99,4
A,N,3817000,5007,99,4
RC,N,3986500,5291,109,4
R2,N,1167800,3533,94,2
R2,N,1060900,2585,94,2
RC,N,1875000,4029,89,3
C,N,1047000,3911,89,1
C,N,727000,3890,89,1
C,N,911000,3554,99,1
C,N,1398000,3581,99,1
C,N,1275000,3606,89,1
C,N,1415500,4435,89,1
RC,N,12910500,20971,99,4
CD,N,366400,812,109,1
CD,N,364500,805,109,1
CD,N,455600,807,109,1
CD,N,380300,828,109,1
CD,N,365100,807,109,1
CD,N,385800,828,109,1
CD,Y,366400,812,109,1
